"Days","Rater","Compound","Garden","RoseType","BushID","FlowerID"
19,13,7,1,2,1,66770
16,7,7,1,2,1,81405
16,7,8,1,1,1,11509
16,1,8,1,1,1,56957
24,3,8,1,1,1,14212
15,4,8,1,1,1,77618
14,11,8,1,1,1,61399
24,6,8,1,1,1,12261
11,6,8,1,1,1,30915
21,10,8,1,1,1,69748
24,13,8,1,1,1,51252
11,6,8,1,1,1,50543
22,12,8,1,1,1,35211
16,11,8,1,1,1,75348
9,8,8,1,1,1,97539
20,9,8,1,2,1,16249
20,9,8,1,2,1,91759
12,11,8,1,2,1,65875
10,13,8,1,2,1,38089
17,15,8,1,2,1,53649
10,12,8,1,2,1,83495
17,6,8,1,2,1,98026
16,4,8,1,2,1,45353
21,14,8,1,2,1,19428
5,11,8,1,2,1,50790
17,10,8,1,2,1,5670
8,4,8,1,2,1,30830
22,2,8,1,2,1,33292
22,8,9,1,1,1,95743
14,10,9,1,1,1,77303
17,3,9,1,1,1,44844
24,9,9,1,1,1,91112
6,13,9,1,1,1,50077
19,4,9,1,1,1,78407
3,1,9,1,1,1,91502
21,8,9,1,1,1,2682
17,9,9,1,1,1,33409
12,2,9,1,1,1,27053
11,7,9,1,1,1,43446
24,15,9,1,1,1,62235
9,1,9,1,1,1,70757
24,11,9,1,2,1,8889
13,1,9,1,2,1,56438
20,5,9,1,2,1,24335
16,8,9,1,2,1,27769
15,3,9,1,2,1,23170
18,13,9,1,2,1,13762
16,8,9,1,2,1,24490
19,7,9,1,2,1,11472
24,8,9,1,2,1,91802
14,12,9,1,2,1,36315
23,8,9,1,2,1,43641
18,10,9,1,2,1,74551
14,6,9,1,2,1,59280
24,9,10,1,1,1,49682
17,11,10,1,1,1,41988
11,13,10,1,1,1,1385
19,4,10,1,1,1,6921
18,5,10,1,1,1,21250
8,8,10,1,1,1,8912
12,1,10,1,1,1,96172
17,1,10,1,1,1,29842
9,11,10,1,1,1,52272
24,10,10,1,1,1,87806
16,5,10,1,1,1,38915
12,15,10,1,1,1,29318
6,11,10,1,1,1,81448
12,14,10,1,2,1,96136
19,2,10,1,2,1,85951
24,4,10,1,2,1,56702
11,8,10,1,2,1,59904
11,11,10,1,2,1,49026
24,1,10,1,2,1,83085
12,2,10,1,2,1,94557
8,12,10,1,2,1,57539
10,4,10,1,2,1,5322
7,4,10,1,2,1,66723
7,4,10,1,2,1,98068
10,9,10,1,2,1,14384
24,10,10,1,2,1,69962
14,2,11,1,1,1,31018
20,2,11,1,1,1,7809
24,12,11,1,1,1,95354
19,14,11,1,1,1,34638
8,1,11,1,1,1,63604
24,11,11,1,1,1,52892
24,4,11,1,1,1,37786
24,13,11,1,1,1,802
13,7,11,1,1,1,20401
24,9,11,1,1,1,57190
12,11,11,1,1,1,23661
9,13,11,1,1,1,43687
10,15,11,1,1,1,82979
17,13,11,1,2,1,13654
12,4,11,1,2,1,54255
24,11,11,1,2,1,33656
20,3,11,1,2,1,31144
6,13,11,1,2,1,43575
13,12,11,1,2,1,84983
17,13,11,1,2,1,88931
11,5,11,1,2,1,34317
24,2,11,1,2,1,5218
12,4,11,1,2,1,64762
14,13,11,1,2,1,76846
24,7,11,1,2,1,80909
13,15,11,1,2,1,99148
18,1,12,1,1,1,76033
15,2,12,1,1,1,14940
24,10,12,1,1,1,51174
5,13,12,1,1,1,71528
24,2,12,1,1,1,89060
11,4,12,1,1,1,75686
13,3,12,1,1,1,47394
22,10,12,1,1,1,43501
9,1,12,1,1,1,41561
13,10,12,1,1,1,78095
24,11,12,1,1,1,34843
21,3,12,1,1,1,52131
6,13,12,1,1,1,4076
12,14,12,1,2,1,3143
11,9,12,1,2,1,38126
20,11,12,1,2,1,57099
24,4,12,1,2,1,51538
21,7,12,1,2,1,6370
14,13,12,1,2,1,90316
24,9,12,1,2,1,4775
13,6,12,1,2,1,21674
5,5,12,1,2,1,91744
21,7,12,1,2,1,41758
24,13,12,1,2,1,93583
11,7,12,1,2,1,76367
22,2,12,1,2,1,44208
16,10,13,1,1,1,30892
24,7,13,1,1,1,84346
13,5,13,1,1,1,30123
8,1,13,1,1,1,60059
11,3,13,1,1,1,83129
14,10,13,1,1,1,90647
24,14,13,1,1,1,19197
16,7,13,1,1,1,3318
7,7,13,1,1,1,30870
19,13,13,1,1,1,72258
23,10,13,1,1,1,60547
24,9,13,1,1,1,99693
24,7,13,1,1,1,70708
18,6,13,1,2,1,8438
24,9,13,1,2,1,9281
24,13,13,1,2,1,44824
6,12,13,1,2,1,60910
21,11,13,1,2,1,37319
4,4,13,1,2,1,39429
23,12,13,1,2,1,92702
24,14,13,1,2,1,77993
21,5,13,1,2,1,91014
16,8,13,1,2,1,57384
24,5,13,1,2,1,53845
11,3,13,1,2,1,16079
24,12,13,1,2,1,49279
24,12,14,1,1,1,74505
15,7,14,1,1,1,48669
12,13,14,1,1,1,14340
15,14,14,1,1,1,65734
15,7,14,1,1,1,3983
15,4,14,1,1,1,94907
19,5,14,1,1,1,49522
20,3,14,1,1,1,5472
24,11,14,1,1,1,46031
4,13,14,1,1,1,29194
20,9,14,1,1,1,42329
18,4,14,1,1,1,57048
2,10,14,1,1,1,5905
24,8,14,1,2,1,8175
12,7,14,1,2,1,3694
7,10,14,1,2,1,20377
21,14,14,1,2,1,12704
20,14,14,1,2,1,28325
11,1,14,1,2,1,72563
14,8,14,1,2,1,57272
13,5,14,1,2,1,10138
6,13,14,1,2,1,90922
16,6,14,1,2,1,99880
11,10,14,1,2,1,79597
14,15,14,1,2,1,52013
19,9,14,1,2,1,84378
24,13,15,1,1,1,39466
24,11,15,1,1,1,72110
19,7,15,1,1,1,24016
24,12,15,1,1,1,58055
12,2,15,1,1,1,29348
6,13,15,1,1,1,23185
22,3,15,1,1,1,77670
19,8,15,1,1,1,54751
16,11,15,1,1,1,857
7,7,15,1,1,1,78140
18,9,15,1,1,1,39798
24,8,15,1,1,1,6647
24,7,15,1,1,1,94901
24,5,15,1,2,1,31923
12,10,15,1,2,1,24332
23,7,15,1,2,1,81596
19,3,15,1,2,1,37916
24,3,15,1,2,1,34929
24,7,15,1,2,1,57085
24,4,15,1,2,1,5972
16,7,15,1,2,1,74628
24,9,15,1,2,1,64544
24,7,15,1,2,1,71363
19,11,15,1,2,1,76026
24,8,15,1,2,1,3600
12,6,15,1,2,1,77893
6,14,1,1,1,6,71269
21,3,1,1,1,6,75373
9,6,1,1,1,6,59186
15,7,1,1,1,6,62447
8,1,1,1,1,6,39332
19,6,1,1,1,6,9280
10,2,1,1,1,6,90761
16,7,1,1,1,6,74400
17,3,1,1,1,6,86416
10,14,1,1,1,6,24272
8,3,1,1,1,6,54932
16,10,1,1,1,6,16208
14,12,1,1,1,6,83125
11,1,1,1,2,6,18874
5,14,1,1,2,6,9209
8,3,1,1,2,6,56382
9,13,1,1,2,6,79287
10,11,1,1,2,6,603
9,10,1,1,2,6,9121
3,13,1,1,2,6,2877
5,3,1,1,2,6,5193
14,1,1,1,2,6,32862
7,10,1,1,2,6,36336
3,1,1,1,2,6,25722
9,9,1,1,2,6,34062
16,5,1,1,2,6,58996
24,2,2,1,1,6,43912
17,1,2,1,1,6,5428
11,13,2,1,1,6,50627
3,1,2,1,1,6,59746
9,15,2,1,1,6,71252
7,15,2,1,1,6,78778
1,10,2,1,1,6,99349
11,4,2,1,1,6,41065
24,6,2,1,1,6,22662
9,13,2,1,1,6,1231
12,12,2,1,1,6,57378
22,1,2,1,1,6,9858
14,7,2,1,1,6,55201
15,8,2,1,2,6,51640
19,12,2,1,2,6,98158
14,15,2,1,2,6,70100
24,3,2,1,2,6,11943
13,2,2,1,2,6,43613
10,9,2,1,2,6,21840
8,13,2,1,2,6,41478
8,1,2,1,2,6,81214
17,4,2,1,2,6,62428
19,11,2,1,2,6,8208
17,8,2,1,2,6,29067
11,8,2,1,2,6,59337
7,8,2,1,2,6,89331
6,8,3,1,1,6,23659
12,7,3,1,1,6,33216
11,11,3,1,1,6,69756
24,2,3,1,1,6,54370
15,5,3,1,1,6,24343
17,10,3,1,1,6,40499
8,4,3,1,1,6,34288
11,13,3,1,1,6,35961
8,10,3,1,1,6,30638
7,9,3,1,1,6,50740
14,14,3,1,1,6,52950
15,4,3,1,1,6,84968
12,7,3,1,1,6,84903
16,8,3,1,2,6,54487
12,13,3,1,2,6,70378
13,7,3,1,2,6,51463
11,4,3,1,2,6,88507
10,6,3,1,2,6,40789
24,8,3,1,2,6,94257
3,13,3,1,2,6,3010
10,7,3,1,2,6,8051
16,5,3,1,2,6,38737
12,14,3,1,2,6,3129
11,7,3,1,2,6,28130
15,3,3,1,2,6,73170
20,8,3,1,2,6,49621
6,11,4,1,1,6,26490
2,5,4,1,1,6,33795
2,15,4,1,1,6,46029
5,11,4,1,1,6,58841
3,15,4,1,1,6,70402
11,4,4,1,1,6,30735
5,10,4,1,1,6,17248
3,4,4,1,1,6,61251
8,5,4,1,1,6,25668
11,6,4,1,1,6,78721
4,12,4,1,1,6,62087
7,1,4,1,1,6,40246
6,8,4,1,1,6,9446
8,11,4,1,2,6,49447
6,15,4,1,2,6,83060
23,3,4,1,2,6,42757
18,6,4,1,2,6,17066
3,4,4,1,2,6,65421
3,2,4,1,2,6,92584
5,6,4,1,2,6,15108
11,8,4,1,2,6,36748
7,7,4,1,2,6,88293
5,2,4,1,2,6,60794
1,1,4,1,2,6,13088
6,11,4,1,2,6,22519
6,11,4,1,2,6,64674
5,10,5,1,1,6,92274
9,13,5,1,1,6,63116
8,12,5,1,1,6,21851
15,9,5,1,1,6,37086
6,5,5,1,1,6,22477
13,1,5,1,1,6,36412
8,10,5,1,1,6,52942
1,14,5,1,1,6,23403
7,12,5,1,1,6,16819
8,3,5,1,1,6,69318
15,14,5,1,1,6,42166
13,2,5,1,1,6,312
7,1,5,1,1,6,18700
13,8,5,1,2,6,77604
19,14,5,1,2,6,81401
14,14,5,1,2,6,80924
8,11,5,1,2,6,3204
7,10,5,1,2,6,55266
7,13,5,1,2,6,69161
4,7,5,1,2,6,21573
9,7,5,1,2,6,43257
14,8,5,1,2,6,94185
9,9,5,1,2,6,17139
7,14,5,1,2,6,58759
7,12,5,1,2,6,85087
4,1,5,1,2,6,10929
22,8,6,1,1,6,41007
20,1,6,1,1,6,89169
8,13,6,1,1,6,23527
14,9,6,1,1,6,40869
11,2,6,1,1,6,50498
17,11,6,1,1,6,92834
24,5,6,1,1,6,95944
6,14,6,1,1,6,40135
3,13,6,1,1,6,18317
6,6,6,1,1,6,17451
14,7,6,1,1,6,78682
4,14,6,1,1,6,78619
9,6,6,1,1,6,28370
11,12,6,1,2,6,72909
20,8,6,1,2,6,18625
13,7,6,1,2,6,39087
2,13,6,1,2,6,73050
3,4,6,1,2,6,62892
12,13,6,1,2,6,78163
16,5,6,1,2,6,15607
13,8,6,1,2,6,66431
9,9,6,1,2,6,20581
10,13,6,1,2,6,70512
21,3,6,1,2,6,94632
15,9,6,1,2,6,33001
18,10,6,1,2,6,30268
8,7,7,1,1,6,5302
8,14,7,1,1,6,41368
4,13,7,1,1,6,45846
10,3,7,1,1,6,26982
4,7,7,1,1,6,93736
5,5,7,1,1,6,69345
4,10,7,1,1,6,51345
7,2,7,1,1,6,12278
15,9,7,1,1,6,26534
19,14,7,1,1,6,97476
8,1,7,1,1,6,16203
6,11,7,1,1,6,92073
9,6,7,1,1,6,25352
8,1,7,1,2,6,65681
8,3,7,1,2,6,24453
13,9,7,1,2,6,28844
8,10,7,1,2,6,22146
9,8,7,1,2,6,91426
1,5,7,1,2,6,626
9,13,7,1,2,6,37145
6,4,7,1,2,6,18312
20,10,7,1,2,6,3452
12,14,7,1,2,6,62543
14,9,7,1,2,6,90657
5,11,7,1,2,6,76127
9,5,7,1,2,6,23260
6,13,8,1,1,6,8845
2,8,8,1,1,6,10304
6,15,8,1,1,6,51553
12,13,8,1,1,6,89264
7,5,8,1,1,6,82828
9,7,8,1,1,6,62639
9,14,8,1,1,6,27322
14,4,8,1,1,6,46343
9,13,8,1,1,6,92276
11,14,8,1,1,6,38618
5,13,8,1,1,6,12159
6,6,8,1,1,6,95760
4,8,8,1,1,6,50855
11,15,8,1,2,6,22738
6,14,8,1,2,6,28207
9,7,8,1,2,6,83070
6,13,8,1,2,6,62951
4,13,8,1,2,6,48851
3,11,8,1,2,6,25003
8,9,8,1,2,6,3169
5,12,8,1,2,6,29496
11,8,8,1,2,6,86478
9,2,8,1,2,6,46624
6,5,8,1,2,6,11085
7,9,8,1,2,6,10130
3,5,8,1,2,6,98287
6,9,9,1,1,6,48726
12,13,9,1,1,6,19696
10,13,9,1,1,6,86394
11,4,9,1,1,6,21310
14,13,9,1,1,6,66287
9,8,9,1,1,6,24200
3,11,9,1,1,6,13002
8,15,9,1,1,6,71033
13,14,9,1,1,6,11612
5,4,9,1,1,6,7417
12,8,9,1,1,6,17484
12,12,9,1,1,6,51417
7,13,9,1,1,6,23783
12,13,9,1,2,6,24555
7,15,9,1,2,6,16341
8,9,9,1,2,6,4356
12,7,9,1,2,6,71551
15,11,9,1,2,6,42093
14,14,9,1,2,6,71111
15,1,9,1,2,6,11999
4,7,9,1,2,6,94710
8,15,9,1,2,6,12467
8,10,9,1,2,6,41386
8,2,9,1,2,6,28026
21,7,9,1,2,6,43834
11,3,9,1,2,6,41373
8,4,10,1,1,6,70608
2,10,10,1,1,6,96446
4,10,10,1,1,6,27699
7,15,10,1,1,6,95638
7,5,10,1,1,6,76116
10,7,10,1,1,6,43716
5,15,10,1,1,6,20879
11,10,10,1,1,6,60998
14,8,10,1,1,6,61536
8,15,10,1,1,6,99486
11,9,10,1,1,6,18981
7,11,10,1,1,6,42359
9,12,10,1,1,6,7449
10,8,10,1,2,6,90467
9,8,10,1,2,6,64315
5,2,10,1,2,6,78579
7,5,10,1,2,6,17574
5,1,10,1,2,6,20535
10,12,10,1,2,6,94878
10,6,10,1,2,6,83223
3,11,10,1,2,6,67861
13,2,10,1,2,6,18969
13,9,10,1,2,6,73112
2,4,10,1,2,6,64877
4,4,10,1,2,6,68134
11,14,10,1,2,6,16075
9,2,11,1,1,6,37472
18,11,11,1,1,6,2459
14,12,11,1,1,6,25508
3,15,11,1,1,6,49425
14,7,11,1,1,6,85916
12,12,11,1,1,6,44719
6,13,11,1,1,6,91465
15,7,11,1,1,6,17505
12,5,11,1,1,6,34603
13,3,11,1,1,6,86282
15,2,11,1,1,6,34809
5,1,11,1,1,6,8182
10,14,11,1,1,6,43390
24,9,11,1,2,6,65473
8,3,11,1,2,6,19784
4,3,11,1,2,6,74238
9,3,11,1,2,6,59454
15,2,11,1,2,6,48922
15,13,11,1,2,6,50318
24,14,11,1,2,6,28442
1,7,11,1,2,6,22838
16,14,11,1,2,6,391
7,12,11,1,2,6,78435
10,2,11,1,2,6,414
7,10,11,1,2,6,3674
16,3,11,1,2,6,77163
3,7,12,1,1,6,19300
16,5,12,1,1,6,55781
18,6,12,1,1,6,8066
4,10,12,1,1,6,36124
12,5,12,1,1,6,39333
11,10,12,1,1,6,41480
8,6,12,1,1,6,37720
19,14,12,1,1,6,3506
14,5,12,1,1,6,34709
6,5,12,1,1,6,62175
9,12,12,1,1,6,62827
7,13,12,1,1,6,8246
11,11,12,1,1,6,35650
15,3,12,1,2,6,50440
13,13,12,1,2,6,12862
9,4,12,1,2,6,19885
11,12,12,1,2,6,28640
5,5,12,1,2,6,35260
8,12,12,1,2,6,38309
3,11,12,1,2,6,98419
9,10,12,1,2,6,11995
11,12,12,1,2,6,39224
8,11,12,1,2,6,76545
6,14,12,1,2,6,97940
12,4,12,1,2,6,15050
5,12,12,1,2,6,90470
13,13,13,1,1,6,76120
20,5,13,1,1,6,87838
13,7,13,1,1,6,32870
16,14,13,1,1,6,62800
14,5,13,1,1,6,53418
4,15,13,1,1,6,49597
15,15,13,1,1,6,54724
10,7,13,1,1,6,59781
9,1,13,1,1,6,22647
11,4,13,1,1,6,55416
9,1,13,1,1,6,98733
11,9,13,1,1,6,95521
6,12,13,1,1,6,46039
3,14,13,1,2,6,91598
8,7,13,1,2,6,27318
18,4,13,1,2,6,76965
5,3,13,1,2,6,95673
19,6,13,1,2,6,92474
14,3,13,1,2,6,40568
12,8,13,1,2,6,16219
7,4,13,1,2,6,96202
17,3,13,1,2,6,97318
12,2,13,1,2,6,37742
11,4,13,1,2,6,57299
24,2,13,1,2,6,3765
4,11,13,1,2,6,44764
8,11,14,1,1,6,88538
9,15,14,1,1,6,76725
6,11,14,1,1,6,82927
16,15,14,1,1,6,850
6,8,14,1,1,6,77144
7,14,14,1,1,6,62841
11,5,14,1,1,6,37144
15,9,14,1,1,6,29533
13,9,14,1,1,6,5775
10,7,14,1,1,6,45244
10,4,14,1,1,6,76508
14,8,14,1,1,6,70520
12,9,14,1,1,6,53611
5,5,14,1,2,6,36621
10,10,14,1,2,6,55947
8,2,14,1,2,6,68528
5,12,14,1,2,6,89522
9,11,14,1,2,6,33110
14,1,14,1,2,6,51314
4,7,14,1,2,6,17035
7,13,14,1,2,6,71910
1,4,14,1,2,6,85880
8,15,14,1,2,6,71388
11,3,14,1,2,6,63057
4,9,14,1,2,6,26348
15,12,14,1,2,6,91546
21,8,15,1,1,6,57606
12,3,15,1,1,6,15151
16,3,15,1,1,6,88586
12,3,15,1,1,6,56739
20,6,15,1,1,6,28868
13,15,15,1,1,6,95997
19,14,15,1,1,6,86034
18,5,15,1,1,6,62382
20,13,15,1,1,6,253
12,7,15,1,1,6,84231
19,2,15,1,1,6,76456
23,8,15,1,1,6,24713
10,4,15,1,1,6,51077
16,3,15,1,2,6,70210
8,8,15,1,2,6,73312
18,15,15,1,2,6,41307
11,12,15,1,2,6,79263
13,9,15,1,2,6,45184
11,12,15,1,2,6,40548
24,13,15,1,2,6,9084
10,12,15,1,2,6,12654
14,15,15,1,2,6,90969
14,1,15,1,2,6,31702
24,2,15,1,2,6,25547
20,3,15,1,2,6,3992
12,2,15,1,2,6,40375
2,5,1,1,1,9,79676
12,14,1,1,1,9,99813
7,11,1,1,1,9,70069
4,5,1,1,1,9,4669
9,3,1,1,1,9,16886
13,14,1,1,1,9,85919
6,11,1,1,1,9,81728
13,6,1,1,1,9,64430
15,15,1,1,1,9,57306
11,3,1,1,1,9,90617
9,5,1,1,1,9,64759
7,12,1,1,1,9,22405
8,2,1,1,1,9,70214
1,1,1,1,2,9,98875
10,11,1,1,2,9,29369
2,8,1,1,2,9,46893
6,2,1,1,2,9,10995
6,1,1,1,2,9,7056
7,6,1,1,2,9,5839
1,1,1,1,2,9,61939
2,10,1,1,2,9,2440
1,4,1,1,2,9,26019
11,9,1,1,2,9,36093
5,1,1,1,2,9,32824
8,1,1,1,2,9,41031
2,5,1,1,2,9,71071
1,15,2,1,1,9,27512
10,12,2,1,1,9,55580
11,4,2,1,1,9,75632
9,10,2,1,1,9,8686
8,6,2,1,1,9,67163
22,3,2,1,1,9,32013
12,1,2,1,1,9,45388
8,15,2,1,1,9,25455
4,11,2,1,1,9,55849
7,11,2,1,1,9,10195
15,10,2,1,1,9,94265
10,11,2,1,1,9,29574
7,2,2,1,1,9,84982
7,12,2,1,2,9,22889
9,7,2,1,2,9,23270
9,11,2,1,2,9,23628
11,7,2,1,2,9,80463
15,5,2,1,2,9,36982
3,4,2,1,2,9,56976
7,5,2,1,2,9,4843
6,2,2,1,2,9,66495
4,1,2,1,2,9,1034
19,5,2,1,2,9,71836
11,1,2,1,2,9,10632
13,4,2,1,2,9,87895
11,7,2,1,2,9,14716
4,5,3,1,1,9,39370
8,11,3,1,1,9,78226
5,10,3,1,1,9,89800
6,11,3,1,1,9,32422
4,2,3,1,1,9,1166
13,14,3,1,1,9,25693
12,13,3,1,1,9,10333
6,2,3,1,1,9,43928
21,3,3,1,1,9,17676
11,4,3,1,1,9,59263
4,5,3,1,1,9,81902
11,5,3,1,1,9,67329
3,5,3,1,1,9,89171
6,12,3,1,2,9,39889
13,7,3,1,2,9,99865
5,4,3,1,2,9,41930
6,6,3,1,2,9,69934
8,11,3,1,2,9,40084
6,7,3,1,2,9,39217
16,5,3,1,2,9,65372
10,2,3,1,2,9,95711
6,5,3,1,2,9,43249
6,15,3,1,2,9,6466
1,7,3,1,2,9,40197
9,12,3,1,2,9,7077
11,4,3,1,2,9,56912
1,6,4,1,1,9,78937
5,13,4,1,1,9,2267
1,14,4,1,1,9,48744
2,4,4,1,1,9,39305
2,11,4,1,1,9,33131
2,13,4,1,1,9,48100
6,8,4,1,1,9,99230
7,5,4,1,1,9,58490
4,12,4,1,1,9,59539
4,5,4,1,1,9,29087
2,4,4,1,1,9,78845
3,5,4,1,1,9,15339
3,7,4,1,1,9,72687
2,9,4,1,2,9,74539
5,6,4,1,2,9,77281
6,14,4,1,2,9,82597
1,15,4,1,2,9,12303
1,11,4,1,2,9,86155
1,3,4,1,2,9,60439
2,5,4,1,2,9,43825
1,7,4,1,2,9,41627
2,12,4,1,2,9,98850
6,9,4,1,2,9,17673
5,3,4,1,2,9,64114
3,5,4,1,2,9,77189
2,11,4,1,2,9,27404
3,9,5,1,1,9,20983
7,5,5,1,1,9,64901
6,7,5,1,1,9,24480
6,4,5,1,1,9,56333
11,3,5,1,1,9,67889
3,10,5,1,1,9,90995
1,2,5,1,1,9,76306
4,14,5,1,1,9,76376
2,8,5,1,1,9,75019
8,6,5,1,1,9,74541
5,4,5,1,1,9,12048
5,8,5,1,1,9,51516
12,15,5,1,1,9,36113
1,10,5,1,2,9,92771
1,10,5,1,2,9,52616
3,4,5,1,2,9,37757
1,13,5,1,2,9,22726
13,9,5,1,2,9,24298
10,8,5,1,2,9,69693
8,15,5,1,2,9,23895
4,14,5,1,2,9,79574
6,2,5,1,2,9,75331
6,6,5,1,2,9,18904
3,7,5,1,2,9,8950
11,12,5,1,2,9,21053
9,10,5,1,2,9,11026
4,5,6,1,1,9,69877
4,13,6,1,1,9,86308
1,10,6,1,1,9,10100
4,7,6,1,1,9,36768
5,9,6,1,1,9,6679
11,15,6,1,1,9,18675
8,14,6,1,1,9,94997
9,14,6,1,1,9,62796
7,11,6,1,1,9,51446
8,10,6,1,1,9,24771
7,8,6,1,1,9,84120
6,7,6,1,1,9,55862
13,3,6,1,1,9,76117
9,15,6,1,2,9,53319
13,12,6,1,2,9,81898
7,15,6,1,2,9,59750
6,1,6,1,2,9,27150
10,6,6,1,2,9,89051
10,9,6,1,2,9,5182
