"Days","Rater","Compound","Garden","RoseType","BushID","FlowerID"
8,14,8,1,2,2,29496
14,6,8,1,2,2,33292
17,14,8,2,1,2,5517
3,2,8,2,1,2,22204
6,5,8,2,2,2,77303
8,12,9,1,1,2,29826
2,11,9,1,1,2,60505
7,7,9,1,2,2,9786
10,13,9,1,2,2,69251
14,7,9,2,1,2,44817
12,10,9,2,2,2,43499
10,4,9,2,2,2,45470
9,3,10,1,1,2,55637
10,1,10,1,2,2,49305
18,7,10,1,2,2,30999
11,13,10,2,1,2,58229
10,6,10,2,1,2,86282
7,7,10,2,2,2,12792
9,13,11,1,1,2,74683
5,1,11,1,1,2,50686
1,5,11,1,2,2,31144
5,5,11,1,2,2,5529
22,11,11,2,1,2,46529
24,2,11,2,2,2,27502
12,6,11,2,2,2,45007
8,5,12,1,1,2,74222
13,3,12,1,1,2,93387
9,2,12,1,2,2,1905
19,6,12,2,1,2,10860
20,2,12,2,1,2,29732
9,1,12,2,2,2,67767
22,14,12,2,2,2,89160
7,1,13,1,1,2,3765
17,4,13,1,2,2,47661
8,4,13,1,2,2,94853
15,8,13,2,1,2,88538
13,11,13,2,1,2,94907
8,3,13,2,2,2,31496
18,15,14,1,1,2,44830
18,8,14,1,1,2,39242
8,10,14,1,2,2,16522
14,1,14,1,2,2,94283
6,10,14,2,1,2,92618
8,11,14,2,2,2,76422
4,7,14,2,2,2,38274
10,5,15,1,1,2,21399
17,13,15,1,2,2,51248
7,7,15,1,2,2,20947
16,9,15,2,1,2,89044
24,6,15,2,1,2,55188
14,11,15,2,2,2,22387
5,13,1,1,1,3,59186
3,2,1,1,1,3,47018
3,15,1,1,2,3,16420
7,2,1,1,2,3,15488
4,11,1,2,1,3,287
6,7,1,2,2,3,79437
5,11,1,2,2,3,12484
18,8,2,1,1,3,54133
6,5,2,1,1,3,4679
19,12,2,1,2,3,36362
13,11,2,2,1,3,14580
13,8,2,2,1,3,41495
19,2,2,2,2,3,20829
7,3,2,2,2,3,48703
7,13,3,1,1,3,43928
11,4,3,1,2,3,99375
18,7,3,1,2,3,40789
15,2,3,2,1,3,85402
7,15,3,2,1,3,86721
10,13,3,2,2,3,49897
3,12,4,1,1,3,7901
11,3,4,1,1,3,16091
5,10,4,1,2,3,27405
6,6,4,1,2,3,91401
8,14,4,2,1,3,2733
3,2,4,2,2,3,92487
4,13,4,2,2,3,17203
3,1,5,1,1,3,8571
10,1,5,1,2,3,60089
3,15,5,1,2,3,10164
4,12,5,2,1,3,18904
6,13,5,2,1,3,4116
5,15,5,2,2,3,95944
10,6,6,1,1,3,87869
11,10,6,1,1,3,6068
9,5,6,1,2,3,55341
12,15,6,1,2,3,14426
17,12,6,2,1,3,74586
21,3,6,2,2,3,55294
14,10,6,2,2,3,35729
10,1,7,1,1,3,53597
12,7,7,1,1,3,45101
6,7,7,1,2,3,69449
10,9,7,2,1,3,83115
9,4,7,2,1,3,10243
5,8,7,2,2,3,95755
4,8,7,2,2,3,60458
5,5,8,1,1,3,51697
3,5,8,1,2,3,86478
6,15,8,1,2,3,72739
5,12,8,2,1,3,72435
13,1,8,2,1,3,40355
4,1,8,2,2,3,44844
15,13,9,1,1,3,98765
10,11,9,1,1,3,21432
9,14,9,1,2,3,74446
10,12,9,1,2,3,21359
3,13,9,2,1,3,92230
5,7,9,2,2,3,9194
2,6,9,2,2,3,33132
4,3,10,1,1,3,9918
3,2,10,1,2,3,76157
3,1,10,1,2,3,19653
3,1,10,2,1,3,13203
3,14,10,2,1,3,34809
5,1,10,2,2,3,75301
12,7,11,1,1,3,22504
16,7,11,1,1,3,73343
13,15,11,1,2,3,43575
15,14,11,1,2,3,19307
5,11,11,2,1,3,89982
3,7,11,2,2,3,18122
11,8,11,2,2,3,51089
11,6,12,1,1,3,69711
6,1,12,1,1,3,27255
6,1,12,1,2,3,99711
7,10,12,2,1,3,10046
6,2,12,2,1,3,39887
13,13,12,2,2,3,87679
6,10,12,2,2,3,29625
7,11,13,1,1,3,44764
6,13,13,1,2,3,13140
24,14,13,1,2,3,92084
16,15,13,2,1,3,76725
6,13,13,2,1,3,49522
15,1,13,2,2,3,42246
11,2,14,1,1,3,56960
16,9,14,1,1,3,88162
10,6,14,1,2,3,2836
5,15,14,1,2,3,52900
9,13,14,2,1,3,46607
14,7,14,2,2,3,44095
6,9,14,2,2,3,84101
10,5,15,1,1,3,1059
5,10,15,1,2,3,57199
8,4,15,1,2,3,84863
19,7,15,2,1,3,32234
15,1,15,2,1,3,16173
22,6,15,2,2,3,27100
6,1,1,1,1,4,62447
19,13,1,1,1,4,50221
21,15,1,1,2,4,18269
12,7,1,1,2,4,25487
16,14,1,2,1,4,86289
10,9,1,2,2,4,33319
21,9,1,2,2,4,98183
24,12,2,1,1,4,23439
7,5,2,1,1,4,40002
24,13,2,1,2,4,69719
3,6,2,2,1,4,75897
18,8,2,2,1,4,74208
22,11,2,2,2,4,22100
10,1,2,2,2,4,88078
7,14,3,1,1,4,17676
24,11,3,1,2,4,63430
17,10,3,1,2,4,94257
24,5,3,2,1,4,24867
19,4,3,2,1,4,69823
14,9,3,2,2,4,32530
18,2,4,1,1,4,68122
24,12,4,1,1,4,15463
23,6,4,1,2,4,63372
6,4,4,1,2,4,92640
24,9,4,2,1,4,4388
19,6,4,2,2,4,14945
13,1,4,2,2,4,57124
19,1,5,1,1,4,33887
21,11,5,1,2,4,46227
24,8,5,1,2,4,85227
19,7,5,2,1,4,8950
15,12,5,2,1,4,87228
9,8,5,2,2,4,40135
11,15,6,1,1,4,97680
24,9,6,1,1,4,72295
17,15,6,1,2,4,35121
24,13,6,1,2,4,29843
22,15,6,2,1,4,26791
24,9,6,2,2,4,69325
21,2,6,2,2,4,62165
13,9,7,1,1,4,84678
12,13,7,1,1,4,44640
13,4,7,1,2,4,27281
13,2,7,2,1,4,59220
19,2,7,2,1,4,71944
12,11,7,2,2,4,69619
24,2,7,2,2,4,17948
21,2,8,1,1,4,39635
24,7,8,1,2,4,46624
24,13,8,1,2,4,73637
14,4,8,2,1,4,96457
24,9,8,2,1,4,57218
11,1,8,2,2,4,91112
24,12,9,1,1,4,70199
13,7,9,1,1,4,30231
24,9,9,1,2,4,28562
17,4,9,1,2,4,99227
15,8,9,2,1,4,71992
16,4,9,2,2,4,25747
16,7,9,2,2,4,1774
13,13,10,1,1,4,23768
14,9,10,1,2,4,49650
9,2,10,1,2,4,32488
24,14,10,2,1,4,80762
8,10,10,2,1,4,8182
21,8,10,2,2,4,52108
24,1,11,1,1,4,92670
22,1,11,1,1,4,65473
15,15,11,1,2,4,84983
21,14,11,1,2,4,66631
24,1,11,2,1,4,16918
24,12,11,2,2,4,86560
19,8,11,2,2,4,38579
24,2,12,1,1,4,89031
22,13,12,1,1,4,67158
12,3,12,1,2,4,66166
19,11,12,2,1,4,274
24,3,12,2,1,4,58468
17,11,12,2,2,4,50357
23,10,12,2,2,4,37722
22,3,13,1,1,4,32412
8,10,13,1,2,4,15238
21,7,13,1,2,4,47031
16,1,13,2,1,4,82927
18,14,13,2,1,4,5472
5,15,13,2,2,4,31739
14,10,14,1,1,4,65811
15,5,14,1,1,4,75330
24,2,14,1,2,4,10035
18,2,14,2,1,4,72352
11,11,14,2,1,4,16981
18,8,14,2,2,4,9581
14,3,14,2,2,4,58911
22,10,15,1,1,4,88065
24,6,15,1,2,4,68381
9,12,15,1,2,4,76573
20,5,15,2,1,4,65723
10,3,15,2,1,4,41896
24,4,15,2,2,4,70241
6,4,1,1,1,5,39332
2,14,1,1,1,5,34971
3,10,1,1,2,5,50545
7,5,1,1,2,5,4197
6,6,1,2,1,5,50104
16,1,1,2,2,5,54561
5,13,1,2,2,5,85622
11,1,2,1,1,5,26359
6,8,2,1,1,5,31824
5,8,2,1,2,5,11198
17,3,2,2,1,5,90058
15,14,2,2,1,5,81410
16,12,2,2,2,5,75946
15,13,2,2,2,5,70650
13,15,3,1,1,5,59263
7,14,3,1,2,5,81083
11,1,3,1,2,5,3010
11,14,3,2,1,5,58648
9,12,3,2,1,5,86735
6,15,3,2,2,5,2140
3,13,4,1,1,5,54416
5,2,4,1,1,5,97137
2,15,4,1,2,5,89239
2,15,4,1,2,5,81761
8,14,4,2,1,5,32394
2,2,4,2,2,5,62162
6,2,4,2,2,5,14898
12,3,5,1,1,5,3395
10,8,5,1,2,5,63408
5,11,5,1,2,5,91723
5,5,5,2,1,5,21053
7,12,5,2,1,5,30495
7,13,5,2,2,5,18317
8,14,6,1,1,5,69877
3,10,6,1,1,5,32716
5,5,6,1,2,5,74482
5,8,6,1,2,5,69501
12,9,6,2,1,5,16503
11,7,6,2,2,5,62115
5,9,6,2,2,5,71981
9,2,7,1,1,5,74091
5,8,7,1,1,5,94343
1,1,7,1,2,5,77711
13,14,7,2,1,5,62894
2,5,7,2,1,5,27344
5,6,7,2,2,5,37363
5,9,7,2,2,5,41832
5,13,8,1,1,5,16178
2,1,8,1,2,5,11085
9,9,8,1,2,5,93069
1,11,8,2,1,5,41603
7,6,8,2,1,5,90962
2,4,8,2,2,5,50077
6,7,9,1,1,5,68607
3,7,9,1,1,5,75263
2,4,9,1,2,5,51996
11,8,9,2,1,5,58126
18,2,9,2,1,5,51770
4,3,9,2,2,5,83646
8,13,9,2,2,5,93049
3,11,10,1,1,5,86639
6,12,10,1,2,5,40334
1,15,10,1,2,5,26568
3,5,10,2,1,5,76987
6,3,10,2,1,5,43390
3,1,10,2,2,5,29502
7,13,11,1,1,5,6611
14,10,11,1,1,5,19784
7,7,11,1,2,5,88931
8,9,11,1,2,5,50695
7,5,11,2,1,5,49022
2,4,11,2,2,5,80041
1,11,11,2,2,5,51710
10,9,12,1,1,5,19231
6,12,12,1,1,5,96165
11,1,12,1,2,5,45464
8,3,12,2,1,5,11275
7,3,12,2,1,5,19891
4,12,12,2,2,5,84959
4,13,12,2,2,5,96231
14,9,13,1,1,5,98043
10,2,13,1,2,5,37311
6,15,13,1,2,5,56103
2,15,13,2,1,5,850
7,15,13,2,1,5,46031
18,9,13,2,2,5,30947
2,13,14,1,1,5,34064
4,4,14,1,1,5,73179
10,4,14,1,2,5,90207
4,13,14,2,1,5,90994
4,14,14,2,1,5,44828
18,6,14,2,2,5,47338
4,11,14,2,2,5,48062
24,2,15,1,1,5,27896
12,14,15,1,2,5,65297
10,7,15,1,2,5,2971
13,13,15,2,1,5,76432
16,3,15,2,1,5,31178
9,14,15,2,2,5,65708
9,4,1,1,1,6,9280
12,4,1,1,1,6,58017
24,6,1,1,2,6,71517
21,6,1,1,2,6,65142
5,4,1,2,1,6,34552
13,14,1,2,2,6,24708
24,2,1,2,2,6,28796
24,5,2,1,1,6,68936
20,7,2,1,1,6,42383
18,1,2,1,2,6,45576
24,10,2,2,1,6,25789
24,15,2,2,1,6,96976
22,12,2,2,2,6,99585
24,7,2,2,2,6,13982
12,3,3,1,1,6,81902
17,14,3,1,2,6,1822
13,9,3,1,2,6,8051
13,3,3,2,1,6,93012
24,5,3,2,1,6,74292
12,15,3,2,2,6,84344
17,12,4,1,1,6,69842
23,7,4,1,1,6,85694
3,12,4,1,2,6,60926
4,13,4,2,1,6,93434
19,7,4,2,1,6,13963
6,4,4,2,2,6,93800
10,7,4,2,2,6,83216
12,12,5,1,1,6,32229
19,5,5,1,2,6,23765
20,5,5,1,2,6,56915
24,12,5,2,1,6,11026
24,1,5,2,1,6,62525
4,14,5,2,2,6,17451
19,13,6,1,1,6,86308
8,3,6,1,1,6,30087
24,3,6,1,2,6,36203
7,14,6,1,2,6,94103
7,4,6,2,1,6,10672
13,6,6,2,2,6,12135
17,3,6,2,2,6,17393
11,1,7,1,1,6,45498
9,13,7,1,1,6,37930
12,8,7,1,2,6,24394
10,7,7,2,1,6,33462
2,2,7,2,1,6,6028
18,13,7,2,2,6,86719
23,15,7,2,2,6,52578
5,12,8,1,1,6,265
6,14,8,1,2,6,10130
18,8,8,1,2,6,88093
9,11,8,2,1,6,56723
11,10,8,2,1,6,48726
9,8,8,2,2,6,78407
10,13,9,1,1,6,82541
15,6,9,1,1,6,37834
24,9,9,1,2,6,44084
17,6,9,2,1,6,53505
15,8,9,2,1,6,32740
19,8,9,2,2,6,65107
14,7,9,2,2,6,66891
8,1,10,1,1,6,70443
19,7,10,1,2,6,5849
4,13,10,1,2,6,87684
16,7,10,2,1,6,21482
12,13,10,2,1,6,35113
9,7,10,2,2,6,15209
19,13,11,1,1,6,4374
11,3,11,1,1,6,74238
6,11,11,1,2,6,34317
24,8,11,1,2,6,66677
22,13,11,2,1,6,96985
24,1,11,2,2,6,5896
13,13,11,2,2,6,1134
17,10,12,1,1,6,12348
11,5,12,1,1,6,43392
15,4,12,1,2,6,838
24,6,12,2,1,6,22557
11,15,12,2,1,6,19920
4,11,12,2,2,6,74565
16,15,12,2,2,6,91448
20,5,13,1,1,6,7949
16,5,13,1,2,6,91521
12,2,13,1,2,6,47586
16,2,13,2,1,6,77144
15,1,13,2,1,6,29194
16,6,13,2,2,6,7635
14,7,14,1,1,6,60721
19,9,14,1,1,6,97397
14,14,14,1,2,6,15895
20,13,14,2,1,6,89789
13,1,14,2,1,6,11876
24,12,14,2,2,6,56856
10,8,14,2,2,6,54027
23,11,15,1,1,6,45130
20,5,15,1,2,6,24735
24,9,15,1,2,6,83698
10,1,15,2,1,6,92767
14,7,15,2,1,6,18811
11,12,15,2,2,6,9349
5,14,1,1,1,7,90761
6,6,1,1,1,7,19720
8,15,1,1,2,7,91232
18,14,1,1,2,7,88323
24,12,1,2,1,7,21894
10,12,1,2,2,7,35242
9,5,1,2,2,7,48988
24,7,2,1,1,7,52542
13,1,2,1,1,7,94412
21,5,2,1,2,7,81261
22,15,2,2,1,7,81962
9,4,2,2,1,7,62566
12,12,2,2,2,7,95174
15,8,2,2,2,7,64201
24,4,3,1,1,7,67329
10,5,3,1,2,7,12505
4,14,3,1,2,7,38737
15,12,3,2,1,7,39889
17,4,3,2,1,7,32892
24,15,3,2,2,7,38399
23,14,4,1,1,7,91439
6,3,4,1,1,7,26589
3,5,4,1,2,7,19346
15,3,4,2,1,7,4355
6,15,4,2,1,7,94993
9,9,4,2,2,7,88441
11,6,4,2,2,7,45658
15,5,5,1,1,7,46644
8,8,5,1,2,7,77143
13,9,5,1,2,7,4248
6,10,5,2,1,7,46295
15,15,5,2,1,7,5486
3,8,5,2,2,7,78682
24,15,6,1,1,7,10100
20,9,6,1,1,7,54422
5,1,6,1,2,7,40586
13,15,6,1,2,7,97479
13,8,6,2,1,7,46008
24,13,6,2,2,7,42552
9,9,6,2,2,7,43464
18,9,7,1,1,7,92500
4,1,7,1,1,7,68165
12,2,7,1,2,7,97040
12,6,7,2,1,7,70955
8,10,7,2,1,7,13365
17,10,7,2,2,7,70845
24,11,7,2,2,7,15729
12,4,8,1,1,7,85570
14,1,8,1,2,7,98287
17,2,8,1,2,7,59702
24,14,8,2,1,7,50771
24,5,8,2,1,7,19696
8,4,8,2,2,7,91502
15,5,9,1,1,7,71199
15,15,9,1,1,7,19599
11,10,9,1,2,7,25216
16,11,9,2,1,7,84143
24,13,9,2,1,7,26297
6,11,9,2,2,7,52723
18,11,9,2,2,7,75412
6,5,10,1,1,7,22490
7,11,10,1,2,7,29624
7,2,10,1,2,7,95864
11,10,10,2,1,7,55541
24,9,10,2,1,7,48986
19,3,10,2,2,7,62976
13,15,11,1,1,7,58449
18,15,11,1,1,7,59454
7,12,11,1,2,7,5218
20,15,11,1,2,7,29311
17,8,11,2,1,7,85745
18,12,11,2,2,7,36469
8,15,11,2,2,7,58272
22,3,12,1,1,7,61198
13,6,12,1,1,7,35525
14,7,12,1,2,7,82291
12,1,12,2,1,7,82358
23,10,12,2,1,7,76359
12,5,12,2,2,7,99077
24,4,12,2,2,7,50236
11,7,13,1,1,7,65105
18,14,13,1,2,7,39290
13,8,13,1,2,7,77446
18,14,13,2,1,7,62841
14,7,13,2,2,7,42329
13,14,13,2,2,7,97374
24,4,14,1,1,7,36343
13,12,14,1,1,7,51874
14,3,14,1,2,7,54388
10,13,14,2,1,7,58955
13,13,14,2,1,7,54000
7,3,14,2,2,7,60230
24,1,14,2,2,7,20851
21,5,15,1,1,7,6483
16,13,15,1,2,7,62206
16,1,15,1,2,7,17648
19,6,15,2,1,7,9811
24,1,15,2,1,7,41680
10,15,15,2,2,7,84884
11,8,1,1,1,8,74400
2,3,1,1,1,8,61719
5,14,1,1,2,8,15480
5,5,1,1,2,8,38351
7,12,1,2,1,8,67952
8,4,1,2,2,8,89465
5,11,1,2,2,8,84908
10,4,2,1,1,8,58009
14,11,2,1,1,8,89336
14,12,2,1,2,8,86250
8,4,2,2,1,8,91086
13,10,2,2,1,8,6548
12,4,2,2,2,8,77321
10,8,2,2,2,8,87477
13,9,3,1,1,8,89171
4,6,3,1,2,8,63808
10,8,3,1,2,8,3129
9,1,3,2,1,8,99865
11,8,3,2,1,8,14970
7,15,3,2,2,8,40841
13,6,4,1,1,8,8699
6,3,4,1,1,8,46238
2,10,4,1,2,8,82425
6,12,4,2,1,8,45441
12,8,4,2,1,8,53896
3,7,4,2,2,8,70884
8,2,4,2,2,8,89176
6,5,5,1,1,8,24238
11,3,5,1,2,8,7771
3,3,5,1,2,8,7007
13,6,5,2,1,8,65115
9,12,5,2,1,8,63799
5,1,5,2,2,8,78619
8,7,6,1,1,8,36768
18,9,6,1,1,8,29969
6,13,6,1,2,8,72909
14,9,6,1,2,8,2472
8,2,6,2,1,8,14950
15,2,6,2,2,8,98271
6,8,6,2,2,8,52946
11,9,7,1,1,8,39822
4,14,7,1,1,8,2119
3,15,7,1,2,8,17422
5,15,7,2,1,8,17685
12,1,7,2,1,8,22144
5,11,7,2,2,8,96757
3,10,7,2,2,8,75621
2,5,8,1,1,8,18792
6,8,8,1,2,8,35093
3,10,8,1,2,8,61491
10,12,8,2,1,8,83106
5,14,8,2,2,8,86394
18,6,8,2,2,8,2682
10,2,9,1,1,8,69437
6,8,9,1,1,8,87654
10,6,9,1,2,8,66226
11,3,9,2,1,8,1337
6,14,9,2,1,8,74098
8,8,9,2,2,8,77562
4,5,9,2,2,8,50892
6,10,10,1,1,8,20806
1,5,10,1,2,8,58917
8,3,10,1,2,8,28208
4,3,10,2,1,8,89925
10,6,10,2,1,8,51183
1,1,10,2,2,8,16897
7,5,11,1,1,8,76304
6,1,11,1,1,8,48922
4,14,11,1,2,8,64762
9,9,11,1,2,8,31277
4,15,11,2,1,8,25836
8,3,11,2,2,8,97234
9,9,11,2,2,8,63908
7,13,12,1,1,8,55062
7,9,12,1,1,8,16100
10,11,12,1,2,8,26049
4,4,12,2,1,8,17826
2,5,12,2,1,8,9516
11,6,12,2,2,8,43484
5,11,12,2,2,8,2676
15,11,13,1,1,8,45425
8,5,13,1,2,8,72251
9,1,13,1,2,8,90243
9,2,13,2,1,8,37144
9,1,13,2,2,8,57048
16,3,13,2,2,8,52569
6,6,14,1,1,8,48937
5,8,14,1,1,8,8175
5,4,14,1,2,8,12530
8,10,14,2,1,8,33823
11,3,14,2,1,8,18166
5,7,14,2,2,8,60463
9,11,14,2,2,8,81776
11,15,15,1,1,8,75664
7,11,15,1,2,8,36180
10,11,15,1,2,8,12485
6,1,15,2,1,8,17550
13,15,15,2,1,8,45239
14,15,15,2,2,8,17895
3,12,1,1,1,9,86416
2,5,1,1,1,9,79676
6,15,1,1,2,9,38018
6,14,1,1,2,9,78476
3,12,1,2,1,9,78306
7,6,1,2,2,9,22744
1,3,1,2,2,9,74715
11,11,2,1,1,9,80989
17,3,2,1,1,9,69490
12,13,2,1,2,9,12389
8,6,2,2,1,9,17103
11,6,2,2,1,9,50180
8,5,2,2,2,9,77726
17,12,2,2,2,9,18386
5,9,3,1,1,9,46015
3,15,3,1,2,9,41882
9,1,3,1,2,9,28130
17,14,3,2,1,9,41930
11,1,3,2,2,9,20380
15,14,3,2,2,9,62571
1,2,4,1,1,9,80994
6,13,4,1,1,9,49382
3,5,4,1,2,9,23079
4,11,4,2,1,9,71582
8,11,4,2,1,9,12197
3,13,4,2,2,9,1598
5,12,4,2,2,9,96814
8,13,5,1,1,9,54755
5,12,5,1,2,9,97860
8,5,5,1,2,9,70299
13,13,5,2,1,9,47264
5,1,5,2,1,9,8392
13,6,5,2,2,9,28370
13,13,6,1,1,9,6679
21,6,6,1,1,9,36044
9,14,6,1,2,9,18625
15,15,6,1,2,9,67281
18,4,6,2,1,9,95323
18,13,6,2,2,9,31996
13,7,6,2,2,9,46117
4,15,7,1,1,9,64476
7,15,7,1,1,9,3014
6,2,7,1,2,9,45004
11,13,7,2,1,9,24050
7,7,7,2,1,9,73730
7,1,7,2,2,9,62924
12,2,7,2,2,9,30005
7,1,8,1,1,9,66421
14,8,8,1,2,9,13119
5,14,8,1,2,9,77491
3,10,8,2,1,9,46082
8,5,8,2,2,9,21310
3,5,8,2,2,9,33409
10,3,9,1,1,9,64342
2,7,9,1,1,9,21512
5,7,9,1,2,9,66940
5,6,9,2,1,9,19552
8,5,9,2,1,9,59150
2,1,9,2,2,9,23627
3,11,9,2,2,9,27264
6,15,10,1,1,9,23242
1,15,10,1,2,9,10568
7,2,10,1,2,9,67813
11,14,10,2,1,9,64666
4,4,10,2,1,9,22117
4,7,10,2,2,9,13285
6,7,11,1,1,9,11368
13,14,11,1,1,9,50318
6,6,11,1,2,9,76846
3,6,11,1,2,9,95201
10,7,11,2,1,9,28978
7,2,11,2,2,9,15019
3,3,11,2,2,9,96939
12,7,12,1,1,9,10103
6,4,12,1,1,9,47496
9,15,12,1,2,9,94931
5,6,12,2,1,9,32895
8,5,12,2,1,9,69633
3,11,12,2,2,9,42822
11,9,12,2,2,9,69749
8,3,13,1,1,9,94648
1,5,13,1,2,9,30585
22,3,13,1,2,9,4696
5,6,13,2,1,9,29533
10,6,13,2,2,9,5905
16,3,13,2,2,9,79081
2,10,14,1,1,9,92298
2,10,14,1,1,9,3694
5,2,14,1,2,9,67243
7,14,14,2,1,9,90686
12,1,14,2,1,9,92221
5,7,14,2,2,9,59695
10,6,14,2,2,9,60483
6,10,15,1,1,9,4495
7,9,15,1,2,9,20356
15,7,15,1,2,9,72482
3,15,15,2,1,9,77573
6,13,15,2,1,9,84688
21,11,15,2,2,9,17423
10,15,1,1,1,10,24272
9,10,1,1,1,10,99813
22,14,1,1,2,10,95449
14,4,1,1,2,10,50992
22,12,1,2,1,10,42771
22,8,1,2,2,10,83396
23,1,1,2,2,10,93100
24,6,2,1,1,10,3735
12,2,2,1,1,10,12794
24,9,2,1,2,10,52898
24,9,2,2,1,10,5792
8,4,2,2,1,10,47677
15,3,2,2,2,10,13904
9,5,2,2,2,10,18285
13,10,3,1,1,10,47289
21,1,3,1,2,10,30800
15,5,3,1,2,10,73170
18,6,3,2,1,10,69934
22,7,3,2,2,10,28528
24,3,3,2,2,10,26490
5,3,4,1,1,10,53639
10,10,4,1,1,10,13888
4,3,4,1,2,10,66394
22,8,4,2,1,10,98740
8,11,4,2,1,10,60727
17,3,4,2,2,10,67821
16,10,4,2,2,10,45228
22,2,5,1,1,10,6872
9,14,5,1,2,10,39603
24,14,5,1,2,10,75411
24,15,5,2,1,10,19420
14,4,5,2,1,10,9158
19,9,5,2,2,10,10514
13,8,6,1,1,10,18675
13,13,6,1,1,10,76195
24,15,6,1,2,10,39087
23,7,6,1,2,10,37167
18,1,6,2,1,10,44340
